date,open,high,low,close,volume
2019-01-01,3486.145140998684,3492.0922163747055,3480.289304579876,3490.6606911872263,527675242.06346434
2019-01-02,3497.479186665863,3588.3215928667005,3492.6081935575676,3543.393352678288,468487183.2815197
2019-01-03,3531.9160271012383,3756.6174860430115,3422.218936168292,3678.227835510136,442875025.5888159
2019-01-04,3680.3100285290748,3791.3888625583577,3674.6312669709496,3756.278584797302,366616831.8267172
2019-01-05,3749.1139494875874,3750.8033104254887,3739.129648196781,3742.659201145047,529399029.2445276
2019-01-06,3771.918943397828,3883.632342043709,3734.3975991499374,3787.5577781361867,838187451.2673769
2019-01-07,3783.0415505219935,3795.541909417981,3610.4370980871076,3738.5225047990143,1044971660.2603852
2019-01-08,3740.394435013579,3827.252777759275,3697.1471378303763,3807.3035284633534,585509643.4978464
2019-01-09,3810.8201186750143,3982.156126118589,3807.120731013941,3909.7226245343727,400073832.7722879
2019-01-10,3898.6572524575986,3912.6584507475404,3896.635228197559,3907.1649780135494,644548781.1363702
2019-01-11,3900.15236829846,3909.290030969375,3726.471116386198,3771.2283075920222,577404658.4604566
2019-01-12,3758.368668790751,3763.1106062870927,3314.6986197029983,3337.5588580269005,674539812.321955
2019-01-13,3310.4125720034826,3329.955284070244,3307.388150341419,3318.204717936754,241706800.46015218
2019-01-14,3319.668312715566,3350.0853927099897,3202.017196838432,3231.4748348003363,425748180.3787884
2019-01-15,3249.430406875376,3266.7885848392516,3235.374859442914,3262.1836172577937,339318037.71594745
2019-01-16,3258.498798095825,3449.5631889993915,3225.178025985553,3381.078256538569,635067892.3403908
2019-01-17,3385.6374976444736,3388.759342714675,3345.4948882399276,3352.7346871909926,529604840.3305551
2019-01-18,3354.616823815821,3376.9667241527172,3352.2139888035235,3369.3673537379577,354449449.0074713
2019-01-19,3365.691000750995,3378.29049798166,3262.6412320268123,3291.2014062231,918856002.4076508
2019-01-20,3280.8659193636636,3420.2576147823866,3273.0713893041498,3396.782151910744,1078355798.258477
2019-01-21,3389.0534241641003,3563.6942324082534,3232.0505878868303,3551.8384296623776,494316758.42619354
2019-01-22,3556.020600189591,3606.6385602527043,3328.6144650215533,3357.8260244180265,657340730.710841
2019-01-23,3348.994587635825,3400.6736526445898,3241.3558701198262,3304.3453577784076,842309924.3531942
2019-01-24,3310.707598965427,3341.8491364392894,3226.4082877498026,3237.6649210086866,342043191.68044704
2019-01-25,3225.3915860528377,3458.410437179871,3207.691265066879,3398.53191679626,411710843.2820897
2019-01-26,3384.4071570686983,3394.221911134071,2927.559789553643,3208.1203419228486,308681402.64728504
2019-01-27,3228.742627012958,3231.3669608691025,2934.744347139969,3041.0716044567284,1347619434.777504
2019-01-28,3033.7305958673523,3279.6565951892903,2959.8121258954766,3211.3292246328415,664906167.9675875
2019-01-29,3215.3501242371717,3238.389694345039,3099.4937854500536,3116.7267248353583,498948474.9865821
2019-01-30,3124.050871044018,3125.3544045763156,2948.5314165223167,3036.8041369176126,397904731.58346707
2019-01-31,3044.3419816682976,3102.858669098706,3043.9481230182605,3057.556027640456,558854661.7310233
2019-02-01,3063.7708323547445,3156.8575931243245,3054.867473326704,3121.7359731439096,578555542.0961193
2019-02-02,3142.2949390105255,3147.0785108057826,3119.8978107716075,3122.4028671285646,378375102.81870645
2019-02-03,3125.2657812520333,3134.5047494470455,3000.663299590616,3035.7613608083584,634112356.1353304
2019-02-04,3044.679040858812,3093.6187289897575,3028.129082147818,3070.3354264233535,391575594.0160891
2019-02-05,3068.732190528905,3083.512453682904,3066.835545391431,3081.0209343553843,772195496.3912712
2019-02-06,3082.1155233178224,3221.787245984329,3066.5532124458914,3157.3004518971375,602020114.4483339
2019-02-07,3148.099517334806,3284.8164634410505,3111.648670993683,3249.446121225303,258255455.30077797
2019-02-08,3243.2168189015415,3252.076585297218,3000.042412998506,3055.8047149087047,1648948237.5091743
2019-02-09,3056.6630414202677,3111.4694832009945,3051.1972712262336,3104.5110463457736,974804619.5467309
2019-02-10,3107.6736624174537,3455.734463457641,3071.0302840006343,3343.664946043567,608589408.3833753
2019-02-11,3345.4505543201244,3364.4658388054377,3276.4713604454164,3289.687219589986,389982332.0520745
2019-02-12,3282.8397918976093,3400.637396684676,3237.0379550869643,3367.304447123107,695911550.6140323
2019-02-13,3366.0378611328024,3379.663165305125,3216.1340668638436,3249.347635757683,344487632.3408079
2019-02-14,3233.7700848724185,3265.7367210161724,3074.7876995000006,3085.211415634639,376432739.2422049
2019-02-15,3090.8467760361173,3255.8041842505454,3061.7865522501847,3194.0646141789375,697358809.9587643
2019-02-16,3189.2290927821277,3222.323626912726,3185.4126432676185,3215.892097870076,318719982.67963135
2019-02-17,3215.5599125822987,3229.3047204508607,3204.9966825257566,3228.7489050904765,744194895.8263605
2019-02-18,3224.477487281266,3229.5871952627845,3134.1366817330786,3173.5023569062364,532846403.6084787
2019-02-19,3190.182422605321,3245.447367952827,2980.8666819433715,3052.176767966663,800213995.2372944
2019-02-20,3043.0346034387235,3416.1069519329044,2998.9226481832866,3269.166633929514,363204790.5300193
2019-02-21,3281.523139241025,3300.7860120504733,3218.266670458987,3236.0177461671265,415255462.8545484
2019-02-22,3239.9115608880547,3242.046829138346,3228.3389645586503,3237.115520618609,373711265.65096116
2019-02-23,3245.7492076395256,3248.0348659336814,3240.278724354345,3247.2912187345337,201293796.77032745
2019-02-24,3257.551406980609,3486.544430075885,2985.614350527383,3068.406542904191,870463824.1872526
2019-02-25,3079.4688606223576,3089.1934221338806,2940.415930527608,2957.632893344144,372150486.0210155
2019-02-26,2949.2887280197106,2958.0329034446927,2937.6717636572475,2940.7896886498115,463328575.1583269
2019-02-27,2940.0018648400282,3087.0047225291682,2931.541496594574,3047.8942734716165,799944568.4172573
2019-02-28,3056.5730299492475,3077.140817322235,3053.137371508459,3071.2539257618287,691541985.4266219
2019-03-01,3091.2056000814873,3100.982132297307,3039.310927108605,3082.8774891293033,271155630.26617974
2019-03-02,3098.9530650017646,3144.5696076373833,3086.657089771287,3126.6785960829293,573817548.8722075
2019-03-03,3113.626097489658,3117.3440070285687,2901.3728146400817,3054.5637798263506,611739581.6215469
2019-03-04,3060.858930053074,3066.575066875523,3002.374846805352,3018.6411053393786,292792188.29373837
2019-03-05,3008.8505811269965,3074.456577418579,2894.3384483015916,2904.6048014198773,575011718.1843477
2019-03-06,2913.861452374638,3149.686030447352,2888.7822294410385,3079.641897175052,671635026.8562953
2019-03-07,3078.207316054549,3182.883407378241,3065.032071657701,3164.7751047582583,331543327.69200706
2019-03-08,3167.4217501525213,3185.1196420716115,2917.9227564217413,3007.654187641323,415895694.4251886
2019-03-09,3009.7302544257414,3293.2744347812527,2990.340467726257,3240.7196656284614,847264080.2202277
2019-03-10,3242.145155180851,3257.065973923329,3164.088074566824,3223.41215426552,227242839.7482968
2019-03-11,3235.8889827891367,3240.2703885479204,3001.2370152792946,3075.3635819114056,271877331.72318906
2019-03-12,3080.844875917738,3190.704929010473,3060.1701917978344,3182.7132363653286,1350294343.4324398
2019-03-13,3191.502539316583,3334.2115557559487,3171.7075909064642,3278.294478797347,1127680399.5824857
2019-03-14,3298.819186786212,3462.8498362313608,3269.892531241662,3440.7604283499986,365836501.0531757
2019-03-15,3441.9431643874436,3664.5483498675235,3392.7947012424097,3568.060420682173,476705131.80897236
2019-03-16,3567.827847675696,3582.32537130507,3421.2433673136115,3429.5129501333477,175641455.79645005
2019-03-17,3443.990867216475,3452.576180030614,3411.9301109429257,3420.9352314907965,554410427.1666158
