date,open,high,low,close,volume
2020-04-01,0.4633925169316729,0.4636808262962605,0.46032641909185973,0.46104602561529556,797861743.66891
2020-04-02,0.4621997300418109,0.46279126025885864,0.4552431570621749,0.45754973607596944,846271149.5426033
2020-04-03,0.45846620909937663,0.48277765866624794,0.45065924619164055,0.4827772623874495,421940318.5550813
2020-04-04,0.47945097509776125,0.4874770687915782,0.4505154091561732,0.4666735407896433,902022369.4204041
2020-04-05,0.4656470626463819,0.4783911566327735,0.46544715424844746,0.47252991866775457,790723647.2737297
2020-04-06,0.4726869356770755,0.472749872795885,0.46591636062973835,0.46718446647537915,464052442.81307644
2020-04-07,0.46848018735933245,0.48342370204507434,0.4638783133200905,0.4783244881727155,560222856.325515
2020-04-08,0.4754149680065135,0.517400063009305,0.4705626246491453,0.514188870259641,760777337.0516462
2020-04-09,0.5156305598526227,0.5249777115105854,0.49534366201208224,0.4968405369481884,676426878.7805392
2020-04-10,0.4992752502207081,0.5268535212663359,0.49660271496382424,0.5110174036178646,573834955.8041689
2020-04-11,0.5083889252217114,0.5132534898163731,0.47503506684133545,0.48338721396439854,799718888.9114939
2020-04-12,0.4815673781678165,0.5029555898423685,0.39814284564057945,0.43427574822259424,828813038.1861678
2020-04-13,0.43426354057626915,0.4367053736559926,0.4052636729480533,0.4081158681312438,690931963.7804291
2020-04-14,0.40915685246974903,0.409600770579694,0.4024639650138521,0.40402914091846204,587902521.995144
2020-04-15,0.40442521369950546,0.41845312778426724,0.3749486249143673,0.37618261017888266,998616338.9891738
2020-04-16,0.374418176369653,0.3760405710342923,0.35154614841887,0.356778902595688,802502750.3472127
2020-04-17,0.3572062681795654,0.35786667220275564,0.33951383436572913,0.3415696363632308,507815749.4541994
2020-04-18,0.34134166120411924,0.3692658548790814,0.3379075493923559,0.3676137716352749,804960263.2160386
2020-04-19,0.3678493236216063,0.4426242832718973,0.36478618792182443,0.40933440816153555,1223119623.57131
2020-04-20,0.40933685710941614,0.41167518644861356,0.4089404756651694,0.41134128620581406,1339906022.2915561
2020-04-21,0.41134816248178263,0.4158949528530056,0.3973075406737402,0.4031968887536172,655112766.8679132
2020-04-22,0.40360944853279695,0.4370656060291376,0.3943782011577297,0.43513968773686884,651688238.8209795
2020-04-23,0.43317994217724864,0.43983818391103063,0.40290186153545204,0.41895745231556814,813029533.4488307
2020-04-24,0.41887909613330987,0.42530528451836425,0.4000181528963723,0.4016785298409436,427944776.6571079
2020-04-25,0.40229020544048283,0.4704111338304232,0.3983606255237625,0.4391721393494426,788186406.7788134
2020-04-26,0.4392736768522509,0.48482431691587097,0.4346090045898642,0.466981124957029,235470887.66910154
2020-04-27,0.4679496730773703,0.5408530009212209,0.458746107652346,0.5095361998498258,950858257.6864123
2020-04-28,0.5113587878321935,0.5121135664968508,0.4523140611052656,0.4785916761250916,407186286.56621385
2020-04-29,0.4787834677189541,0.5979661683427956,0.47835337027676844,0.5555410237052304,1905590086.134659
2020-04-30,0.5560187496812936,0.5584430157335973,0.5488716930133459,0.5561710608304049,560074399.1758559
2020-05-01,0.5534896159037993,0.5536391502365866,0.5455760962113206,0.5461137375297638,757591946.3628111
2020-05-02,0.5477764566049125,0.5730230670240873,0.547555616279799,0.5708750341779683,534813521.6202918
2020-05-03,0.5727594296714064,0.5793242397629237,0.566768806828784,0.5779615539897668,633014809.6229059
2020-05-04,0.5781599190123722,0.5858456526454014,0.5426995140184777,0.5453855644766116,991068885.222145
2020-05-05,0.5447250267191015,0.5461192388624809,0.5376523480801766,0.5412925996692721,709992719.08883
2020-05-06,0.5434278545349606,0.6710372532068783,0.5427749012316043,0.6559748349238895,514047774.5627231
2020-05-07,0.6540383224046238,0.6568054427971636,0.6391153473311998,0.6428404158324276,292410075.2635697
2020-05-08,0.6432577001256081,0.7572921299764421,0.6058852669148755,0.7137318046164507,343589852.2131685
2020-05-09,0.7174921060445242,0.7187416999497219,0.6992613566620647,0.702520569829577,304979688.68795234
2020-05-10,0.702943193248205,0.7073772597227607,0.6935927436787866,0.6992220005493915,427566540.223145
2020-05-11,0.7007359928467898,0.7694881006335008,0.6808735872852989,0.7608355336940308,834286615.5391105
2020-05-12,0.7612566050748077,0.7895138930470145,0.7519597605889102,0.788949751317172,326689661.65625185
2020-05-13,0.7907812239670357,0.8019966049687851,0.7893746947976463,0.8007525760747021,146260634.71390894
2020-05-14,0.7983219889741531,0.8735335777246607,0.7940789208968136,0.863747076007977,1038764814.3056625
2020-05-15,0.8644990728155655,0.994397889233323,0.8354724991478942,0.9748734497884739,784264925.630304
2020-05-16,0.9762782189494462,0.9762915202905738,0.8843727375730062,0.8949695832262377,531996045.13781863
2020-05-17,0.888494437591074,0.8969022718011583,0.8884246569136384,0.896425010917142,482004335.27423096
2020-05-18,0.8963354147511168,0.8970506507772941,0.8476036522947616,0.8627776584066325,265399888.1827329
2020-05-19,0.8640597697407901,0.8780225093046496,0.791353384758827,0.804021644634047,2153436608.208952
2020-05-20,0.8062244870108248,0.8106078492524581,0.7836527584853749,0.7854858758443571,930669547.0072954
