date,open,high,low,close,volume
2019-01-01,123.27418618445533,123.32365298844617,122.98270486558218,123.03840230196484,1023617886.8574001
2019-01-02,122.78494368940918,154.64966787954003,121.22935432811042,151.86840108536666,680696171.1578583
2019-01-03,151.78716401680765,156.18380953295576,151.6966888399616,154.54309861847662,305686922.9416692
2019-01-04,154.95182898673832,155.81673666248827,154.07065873498632,154.80326088013263,377082509.7779462
2019-01-05,154.25088050989416,154.58669466508843,147.44662581778837,153.8997101297721,450148076.3872567
2019-01-06,155.35576528237033,157.6959764342853,153.97630831900435,157.33722446951165,669612097.5866593
2019-01-07,157.89050596282368,158.8463758039046,153.4548117539841,153.50203947855738,396703148.50834614
2019-01-08,153.99050179111785,163.1286088172082,153.53711859176093,158.91891294607657,931854319.0048977
2019-01-09,158.95125712693272,160.4352661179064,158.92388611563703,159.86409627636294,521596827.8178397
2019-01-10,159.55254695633204,173.44493979974925,156.05147125380245,168.92511282809204,381055805.6238278
2019-01-11,169.18895669689138,190.49932910925116,167.60978010416818,182.89714919655611,1388565111.3825638
2019-01-12,183.3171832782449,183.85071919286392,178.00621647705898,179.60088856816935,398339121.63959384
2019-01-13,179.15279247553548,180.40515104052255,173.69456171254114,174.02873893808683,546559382.9168094
2019-01-14,173.97896195900674,176.70369638130146,173.10405559610265,176.21867788704537,496133424.016705
2019-01-15,175.116596341181,175.72507357983534,130.81919841404425,149.6329891214858,644403426.1406958
2019-01-16,149.3301373420211,164.53455689160845,148.05517752909682,157.55662514098145,1059690725.2489392
2019-01-17,157.86616233127515,157.88712203486978,145.25414445870896,150.05990109687366,580027218.6399857
2019-01-18,150.35500411425437,158.5054516047398,149.8516242871621,155.54630480007663,365268999.9808327
2019-01-19,155.79619426318783,157.49515716218278,155.7636338083656,157.38341783015503,607236986.8351698
2019-01-20,157.22486260182285,172.75704784933635,156.444116518296,171.57559367207654,573951117.2276266
2019-01-21,170.88520178943443,177.41419518612426,169.69903986232632,177.06634431415685,749877274.6628963
2019-01-22,177.14244347743954,177.68657793658338,172.38968522309463,173.0153262511811,1013049983.9250108
2019-01-23,173.57560148165882,175.21037935638887,171.1170162197093,174.66526435320702,500722935.6120749
2019-01-24,173.9027208172207,201.99030545422056,173.0523376376365,191.40786822402904,901076348.1132377
2019-01-25,190.90364833351572,214.90744873313182,188.41902378403725,210.88830555283573,964504720.017141
2019-01-26,211.30426682813467,220.51608092247983,210.74959454103072,216.6977813356678,612615914.6238943
2019-01-27,216.82404276537014,219.0014813500215,216.23202420296815,217.95709446157207,577496260.1299505
2019-01-28,218.30926458251093,218.66178960160647,216.6837310034384,218.48334512961176,473382628.71656746
2019-01-29,218.0699816139819,226.39721494167287,217.99688337980146,224.85020618472137,431138602.21922547
2019-01-30,224.7208879768906,225.85723561710418,217.40381023022326,219.19607737016693,771903219.0292827
2019-01-31,219.54429532470468,220.15536747093515,218.35387721809767,220.08083028352542,305160263.6058024
2019-02-01,219.87219776561363,227.9993023414573,217.62931813922992,227.6766125101599,570323980.2061894
2019-02-02,228.00254721157708,231.99782374138607,226.37954211225508,231.48919991596975,484196537.24249035
2019-02-03,230.47293480936705,230.6909773533729,228.88633788350336,230.21012443818285,845201320.8616675
2019-02-04,230.93569507862273,234.97566374090852,230.54949956731988,233.3437341668332,582171449.5522217
2019-02-05,233.19083470843628,234.2090105017376,214.4990097875439,217.19492220579892,461359972.1269214
2019-02-06,217.18815742196296,219.1029608193053,217.05044446720572,218.6982068312855,548948204.9710709
