ID, Time, Tweet URL, Tweet Text
@realDonaldTrump, 2017-01-20 06:31, https://twitter.com/realDonaldTrump/status/822421390125043713, "It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!"
@realDonaldTrump, 2017-01-20 11:51, https://twitter.com/realDonaldTrump/status/822501803615014918, "Today we are not merely transferring power from one Administration to another, or from one party to another – but we are transferring..."
@realDonaldTrump, 2017-01-20 11:51, https://twitter.com/realDonaldTrump/status/822501939267141634, "power from Washington, D.C. and giving it back to you, the American People. # InaugurationDay"
@realDonaldTrump, 2017-01-20 11:52, https://twitter.com/realDonaldTrump/status/822502135233384448, "What truly matters is not which party controls our government, but whether our government is controlled by the people."
@realDonaldTrump, 2017-01-20 11:53, https://twitter.com/realDonaldTrump/status/822502270503972872, "January 20th 2017, will be remembered as the day the people became the rulers of this nation again."
@realDonaldTrump, 2017-01-20 11:54, https://twitter.com/realDonaldTrump/status/822502450007515137, "The forgotten men and women of our country will be forgotten no longer. From this moment on, it’s going to be # AmericaFirst"
@realDonaldTrump, 2017-01-20 11:54, https://twitter.com/realDonaldTrump/status/822502601304526848, "We will bring back our jobs. We will bring back our borders. We will bring back our wealth - and we will bring back our dreams!"
@realDonaldTrump, 2017-01-20 11:55, https://twitter.com/realDonaldTrump/status/822502887477673984, "We will follow two simple rules: BUY AMERICAN & HIRE AMERICAN! # InaugurationDay # MAGA"
@realDonaldTrump, 2017-01-20 11:58, https://twitter.com/realDonaldTrump/status/822503558369181697, "It is time to remember that...https://www.facebook.com/DonaldTrump/posts/10158510858055725 …"
@realDonaldTrump, 2017-01-20 12:00, https://twitter.com/realDonaldTrump/status/822504142178500608, "So to all Americans, in every city near and far, small and large, from mountain to mountain...https://www.facebook.com/DonaldTrump/posts/10158510880180725 …"
@realDonaldTrump, 2017-01-20 12:13, https://twitter.com/realDonaldTrump/status/822507434396753921, "TO ALL AMERICANS https://www.facebook.com/DonaldTrump/posts/10158510987625725 …"
@realDonaldTrump, 2017-01-20 22:56, https://twitter.com/realDonaldTrump/status/822669114237943808, "THANK YOU for another wonderful evening in Washington, D.C. TOGETHER, we will MAKE AMERICA GREAT AGAINpic.twitter.com/V3aoj9RUh4"
@realDonaldTrump, 2017-01-21 05:53, https://twitter.com/realDonaldTrump/status/822774162011910144, "A fantastic day and evening in Washington D.C.Thank you to @ FoxNews and so many other news outlets for the GREAT reviews of the speech!"
@realDonaldTrump, 2017-01-22 06:35, https://twitter.com/realDonaldTrump/status/823146987117772800, "Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!"
@realDonaldTrump, 2017-01-22 06:47, https://twitter.com/realDonaldTrump/status/823150055418920960, "Watched protests yesterday but was under the impression that we just had an election! Why didn't these people vote? Celebs hurt cause badly."
@realDonaldTrump, 2017-01-22 06:51, https://twitter.com/realDonaldTrump/status/823151124815507460, "Wow, television ratings just out: 31 million people watched the Inauguration, 11 million more than the very good ratings from 4 years ago!"
@realDonaldTrump, 2017-01-22 08:23, https://twitter.com/realDonaldTrump/status/823174199036542980, "Peaceful protests are a hallmark of our democracy. Even if I don't always agree, I recognize the rights of people to express their views."
@realDonaldTrump, 2017-01-23 05:38, https://twitter.com/realDonaldTrump/status/823495059010109440, "Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America."
@realDonaldTrump, 2017-01-24 05:11, https://twitter.com/realDonaldTrump/status/823850781946343427, "Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!"
@realDonaldTrump, 2017-01-24 10:58, https://twitter.com/realDonaldTrump/status/823937936056008704, "A photo delivered yesterday that will be displayed in the upper/lower press hall. Thank you Abbas!pic.twitter.com/Uzp0ivvRp0"
